#,单词,音标,解释,笔记 
868,"reckless","英:/'reklɪs/ 美:/'rɛkləs/","adj. 轻率的; 鲁莽的; 不顾危险的

副 词:  
recklessly

名 词:  
recklessness",
869,"reckon","英:/'rek(ə)n/ 美:/'rɛkən/","reckon
  [reckoned, reckoned, reckoning]
 reckon on 
     reckon on sth  not passive to expect something to happen and include it in your plans:
   ▪ We hadn't reckoned on this sudden rise in house prices.
   reckon on doing sth
   ▪ You can reckon on paying several thousand pounds for a good photocopier.
   reckon on sb doing sth
   ▪ They didn't reckon on anyone objecting to their scheme.
   ■ SIMILAR TO: ↑expect, ↑figure on  AmE
 reckon up 
     reckon up sth • reckon sth up BrE old-fashioned to add up several amounts in order to get a total:
   ▪ $17.60 plus tax is $20.68, if I've reckoned it up correctly.
   ▪ Pat nodded her head, reckoning up the cost of everything in her mind.
   ■ SIMILAR TO: ↑add up
 reckon with 
  1.   reckon with sth  usually negative to realize that you must be prepared to deal with a particular problem or danger:
   ▪ In September 1812 the victorious army entered Moscow, but the Russian winter was something that Napoleon had not reckoned with.
   ▪ Clinton had to reckon with the fact that Congress was likely to oppose him.
   ■ SIMILAR TO: ↑bargain for
  2.  sb/sth to be reckoned with someone or something that is very powerful, successful etc and must be respected or seriously considered as a possible competitor, opponent, or danger:
   ▪ I think we showed the country that the Dallas Cowboys are a football team to be reckoned with.
   ▪ The new principal was certainly a woman to be reckoned with.
   a force to be reckoned with
   ▪ In Asia, China has established itself as a force to be reckoned with alongside America.
 reckon without 
     reckon without sth/sb BrE to make plans without realizing that a particular thing or person may cause you problems, so that you are not prepared for them when you have to deal with them
   sb had reckoned without sth/sb
   ▪ Watson had decided to swim to the island, but had reckoned without the strong currents, and narrowly escaped drowning.
   ▪ Several of the soldiers thought they would find comfort in the arms of the nurses. But they had reckoned without Sister Murphy.",
870,"recommendation","英:/ˌrekəmen'deɪʃ(ə)n/ 美:/ˌrɛkəmɛn'deʃən/","- n. 推荐, 劝告, 建议(尤做法)
- 推荐信, 介绍信

形容词:  
recommendatory",
871,"recourse","英:/rɪ'kɔːs/ 美:/'rikɔrs/","n. [商][律]追索权；依赖；救生索；求援，求助",
872,"recruitment","英:/rɪˈkru:tmənt/ 美:/rɪ'krʊtmənt/","- n. 征募新兵
- 补充",
873,"redeem","英:/riˈdi:m/ 美:/rɪ'dim/","vt. 赎回；补偿；挽回；恢复；履行；兑换


时 态:  
redeemed, redeeming, redeems 

形容词:  
redeemable",
874,"reduced","/ri'dju:st/","adj. 减少的；简化的；缩减的",
875,"refectory","英:/rɪ'fekt(ə)rɪ/ 美:/rɪ'fɛktri/","n. (修道院、学院等的)食堂,餐厅",
876,"refute","英:/rɪ'fjuːt/ 美:/ri'fjʊt/","vt. 驳斥, 驳倒

时 态:  
refuted, refuting, refutes 

形容词:  
refutable

副 词:  
refutably

名 词:  
refuter",
877,"regard","英:/rɪ'gɑːd/ 美:/rɪ'ɡɑrd/","- n. 注意；尊重；凝视；问候
- vt. 把…看作；注重，考虑；看待；尊敬；与…有关
- vi. 注意，注重；注视


时 态:  
regarded, regarding, regards",
878,"registry","英:/'redʒɪstrɪ/ 美:/'rɛdʒɪstri/","n. 档案室;登记簿存放处;注册处；挂号处",
879,"reify","英:/'riːɪfaɪ/ 美:/'refaɪ/","vt. 使具体化；使人为物


时 态:  
reified, reifying, reifies 

名 词:  
reification

名 词:  
reifier",
880,"remain","英:/rɪ'meɪn/ 美:/rɪ'men/","- n. 剩余物；残余
- 残骸；遗体
- 遗迹，遗址，废墟
- vi. 留下，逗留
- 剩下，余留
- 留待
- vi. & link v. 仍然是，依旧是

时 态:  
remained，remaining，remains",
881,"remark","英:/rɪ'mɑːk/ 美:/rɪ'mɑrk/","- n. 话语，评论
- 注意；看；观察
- vt. & vi. 谈论，评论
- vt. 注意到…

时 态:  
remarked，remarking，remarks",
882,"removal","英:/rɪ'muːv(ə)l/ 美:/rɪ'muvl/","n. 移动；免职；排除；搬迁",
883,"rendezvous","英:/'rɒndɪvuː/ 美:/'rɑndevʊ/","- n. 约会, 幽会
- 约会的地点(和时间)
- 公共聚会场所
- vi. 约会, 会合",
884,"renege","英:/rɪ'neɪg/ 美:/rɪ'niɡ/","renege
  [reneged, reneged, reneging]
 renege on 
     renege on sth formal to not do something that you have promised or agreed to do:
   ▪ Union leaders have accused the company of reneging on its part of the deal.
   ▪ There are fears that the West may be about to renege on its commitment to cancel debts to developing countries.
   ■ SIMILAR TO: ↑go back on",
885,"report","英:/rɪ'pɔːt/ 美:/rɪ'pɔrt/","report
  [reported, reported, reporting]
 report back 
     report back • report back on sth to give someone information about something that they asked you to find out about:
   ▪ The team coach agreed to get the players' reaction and report back at the next directors' meeting.
   + to
   ▪ The manager has been asked to report back to the board with his observations about how the company can get out of its current financial situation.
   + on
   ▪ The commission will report back on its findings some time later this year.
   ■ SIMILAR TO: ↑feed back
 report to 
     report to sb if you report to someone at work, they are your manager and are in charge of you:
   ▪ &quot;Who do you report to?&quot; &quot;Paula Davies. She's head of the sales department.&quot;
   ▪ You will report to the Chief Engineer; if you have any questions or problems, talk to him.",
886,"reprimand","英:/ˈreprəˌmænd/ 美:/'rɛprɪmænd/","- n. 训斥, 惩戒
- vt. 申斥, 惩戒, 谴责

时 态:  
reprimanded, reprimanding, reprimands",
887,"reproduction","英:/riːprə'dʌkʃ(ə)n/ 美:/ˌriprə'dʌkʃən/","- n. 繁殖,生殖,繁殖方式
- 复制,再现
- 复制品",
888,"reptile","英:/'reptaɪl/ 美:/'rɛptaɪl/","n. 爬行动物, 爬虫",
889,"reservation","英:/rezə'veɪʃ(ə)n/ 美:/ˌrɛzɚ'veʃən/","- n. 保留的座位[住处]等; 预订
- 保留意见; 保留态度
- (美洲印第安部落的)居留地",
890,"residue","英:/'rezɪdjuː/ 美:/'rɛzɪdu/","n. 残渣；剩余；滤渣",
891,"resign","英:/rɪ'zaɪn/ 美:/rɪ'zaɪn/","resign
  [resigned, resigned, resigning]
 resign to 
    resign yourself to sth/be resigned to sth to realize that you must accept a difficult or unpleasant situation calmly because you can not prevent it or avoid it:
   ▪ I'd resigned myself to the fact that my career was over.
   ▪ One report suggested that farmers were resigned to cuts in federal support.
   resign yourself to doing sth/be resigned to doing sth
   ▪ She says she's now resigned to living on her own.",
892,"resistance","英:/rɪ'zɪst(ə)ns/ 美:/rɪ'zɪstəns/","- n. 抵抗, 反抗, 抵抗能力
- 阻力
- 电阻, 热阻

形容词:  
resistant",
893,"respiratory","英:/rɪ'spɪrət(ə)rɪ/ 美:/'rɛspərətɔri/","adj. 呼吸的,呼吸用的",
894,"restricted","英:/rɪ'strɪktɪd/ 美:/rɪ'strɪktɪd/","- adj. 有一定限制的,有限的,受约束的
- (指土地)对公众不完全开放的
- (指土地)对军人不完全开放的
- adv. 有限地,受约束地
- 对公众不完全开放地
- 对军人不完全开放地
- n. 有限,约束

副 词:  
restrictedly",
895,"result","英:/rɪ'zʌlt/ 美:/rɪ'zʌlt/","result
  [resulted, resulted, resulting]
 result in 
     result in sth  not passive if something results in a situation or event, it causes the situation or event to happen:
   ▪ The factory will close at the end of the month, resulting in 5000 job losses.
   ▪ a tragic accident that resulted in the death of three children
   ■ SIMILAR TO: cause, ↑lead to",
896,"resurgences","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
897,"retrofit","英:/'retrəʊfɪt/ 美:/'rɛtrofɪt/","n. 式样翻新,花样翻新

时 态:  
retrofitted, retrofitting, retrofits",
898,"reverberate","英:/rɪ'vɜːbəreɪt/ 美:/rɪ'vɝbə'ret/","- vi. 回响；回荡
- vt. 使反响；使回荡；使反射
- adj. 反响(性)的；反射(性)的
- n. 反射器；反射灯；反射炉
- adj. 回响的；反射的；反焰的；反射炉的
- n. 反射炉

时 态:  
reverberated，reverberating，reverberates 

名 词:  
reverberator",
899,"reverse","英:/rɪ'vɜːs/ 美:/rɪ'vɝs/","- vt. & vi. (使)反转；(使)颠倒；(使)翻转
- 推翻，取消
- 使倒退，逆转
- adj. 相反的，颠倒的，反向的
- n. 相反
- 钱币的反面[背面]
- 失败，挫败

时 态:  
reversed，reversing，reverses 

副 词:  
reversely

名 词:  
reverser",
900,"reverser","/ri'və:sə/","n. 换向开关,回动器,换向器,复位器,选别器",
901,"rhombic","英:/'rɒmbɪk/ 美:/'rɑmbɪk/","adj. 菱形的；斜方形的；正交的",
902,"rhombus","英:/'rɒmbəs/ 美:/'rɑmbəs/","n. 菱形；斜方形",
903,"ridge","英:/rɪdʒ/ 美:/rɪdʒ/","- n. 脊, 山脊
- 脊状突起

时 态:  
ridged, ridging, ridges",
904,"ridicule","英:/'rɪdɪkjuːl/ 美:/'rɪdɪ'kjʊl/","- vt. 嘲笑；愚弄；嘲弄
- n. 嘲笑；愚弄；笑柄


时 态:  
ridiculed, ridiculing, ridicules",
905,"rigorous","英:/'rɪg(ə)rəs/ 美:/'rɪɡərəs/","- adj. 严密的；缜密的
- 严格的，严厉的

副 词:  
rigorously

名 词:  
rigorousness",
